machine_id,day,vibration,temperature,pressure,load,failure
23,195,2.193,56.46,5.236,0.703,0
23,196,1.925,54.6,5.048,0.649,0
23,197,2.091,53.83,4.991,0.614,0
23,198,2.202,58.78,4.944,0.792,0
23,199,2.016,54.31,5.063,0.645,0
23,200,1.867,54.8,5.044,0.73,0
23,201,2.099,55.95,5.04,0.836,0
23,202,2.147,58.05,4.97,0.712,0
23,203,2.375,58.5,5.02,0.929,0
23,204,2.128,55.87,5.318,0.671,0
23,205,2.337,57.43,5.072,0.8,0
23,206,2.386,59.63,5.076,0.948,0
23,207,1.98,56.94,5.003,0.646,0
23,208,2.369,56.48,5.134,0.858,0
23,209,2.54,58.32,5.086,0.733,0
23,210,2.037,57.19,4.941,0.617,0
23,211,2.137,57.85,5.033,0.854,0
23,212,2.096,54.72,5.183,0.635,0
23,213,2.235,56.86,4.857,0.736,0
23,214,2.315,56.25,4.971,0.66,0
23,215,1.994,58.5,4.985,0.794,0
23,216,2.259,56.88,5.098,0.841,0
23,217,2.131,57.53,4.987,0.647,0
23,218,1.99,57.9,4.952,0.801,0
23,219,2.233,55.63,4.88,0.643,0
23,220,1.934,57.12,5.015,0.881,0
23,221,2.106,60.11,5.074,0.935,0
23,222,2.368,56.37,5.034,0.799,0
23,223,2.159,58.63,5.066,0.956,0
23,224,2.12,57.79,4.985,0.85,0
23,225,2.249,57.38,5.07,0.607,0
23,226,2.127,59.09,4.876,0.849,0
23,227,2.127,58.2,5.045,0.821,0
23,228,2.077,56.96,5.159,0.742,0
23,229,2.311,57.94,4.955,0.807,0
23,230,2.382,58.36,5.032,0.679,0
23,231,2.123,55.05,5.132,0.639,0
23,232,1.968,57.65,4.983,0.757,0
23,233,2.05,56.9,5.016,0.692,0
23,234,2.501,57.86,5.128,0.687,0
23,235,2.171,58.56,4.798,0.849,0
23,236,1.976,59.51,4.847,0.761,0
23,237,2.329,59.13,4.905,0.693,0
23,238,2.069,60.47,4.942,0.959,0
23,239,2.205,55.4,4.969,0.643,0
23,240,2.403,57.67,4.871,0.675,0
23,241,2.248,57.97,4.995,0.946,0
23,242,2.309,57.34,4.807,0.825,0
23,243,1.891,58.48,4.938,0.823,0
23,244,2.418,57.88,4.896,0.815,0
23,245,2.405,57.75,5.166,0.919,0
23,246,2.281,58.46,5.033,0.946,0
23,247,2.165,59.99,4.978,0.956,0
23,248,2.052,57.45,5.041,0.697,0
23,249,2.261,57.65,4.892,0.7,0
23,250,2.284,59.65,5.016,0.836,0
23,251,2.316,58.19,5.013,0.692,0
23,252,2.393,55.45,4.999,0.614,0
23,253,2.204,56.29,4.849,0.721,0
23,254,2.481,56.03,4.971,0.769,0
23,255,2.103,56.97,4.802,0.664,0
23,256,2.135,60.33,5.047,0.994,0
23,257,2.301,61.04,4.978,0.782,0
23,258,2.123,57.67,4.826,0.723,0
23,259,2.714,59.43,5.109,0.729,0
23,260,2.385,58.39,5.035,0.66,0
23,261,2.623,60.05,5.026,0.937,0
23,262,2.444,60.29,4.932,0.984,0
23,263,2.457,57.41,4.907,0.642,0
23,264,2.437,60.61,4.803,0.971,0
23,265,2.176,59.8,4.932,0.765,0
23,266,2.282,60.86,4.635,0.932,0
23,267,2.558,60.25,4.726,0.971,0
23,268,2.468,58.8,4.935,0.625,0
23,269,2.333,59.1,4.93,0.685,0
23,270,2.518,58.71,4.823,0.973,0
23,271,2.338,59.24,4.877,0.857,0
23,272,2.466,60.54,4.98,0.939,0
23,273,2.333,59.12,4.809,0.864,0
23,274,2.41,59.55,4.767,0.855,0
23,275,2.471,61.28,4.773,0.964,0
23,276,2.793,60.31,5.062,0.914,0
23,277,2.695,59.86,4.602,0.986,0
23,278,2.671,60.48,4.696,0.744,0
23,279,2.806,60.59,4.872,0.674,0
23,280,2.692,60.42,5.102,0.761,0
23,281,4.353,60.49,4.749,0.794,0
23,282,2.723,60.24,4.982,0.652,0
23,283,2.574,59.56,4.989,0.784,0
23,284,2.503,58.51,4.999,0.625,0
23,285,2.887,61.96,4.94,0.806,0
23,286,2.736,60.05,4.757,0.742,0
23,287,2.745,59.38,4.897,0.814,0
23,288,2.975,61.75,4.594,0.97,0
23,289,2.75,59.12,4.86,0.738,0
23,290,2.934,63.65,4.785,0.968,0
23,291,2.465,62.58,4.834,0.913,0
23,292,2.65,61.05,4.91,0.809,0
23,293,2.982,60.41,4.696,0.657,0
23,294,3.046,60.31,4.734,0.788,0
23,295,2.809,59.96,4.968,0.699,0
23,296,3.078,60.05,4.667,0.933,0
23,297,2.934,60.23,4.749,0.61,0
23,298,3.08,61.51,4.795,0.769,0
23,299,3.09,61.91,4.605,0.625,0
23,300,2.77,61.92,4.888,0.902,0
23,301,2.896,61.34,4.784,0.65,0
23,302,2.687,61.55,4.539,0.632,0
23,303,2.888,61.72,4.637,0.846,0
23,304,3.012,62.93,4.627,0.983,0
23,305,3.149,62.66,4.746,0.87,0
23,306,2.929,61.79,4.739,0.895,0
23,307,3.093,62.74,4.698,0.805,0
23,308,3.056,62.19,4.76,0.905,0
23,309,3.161,63.2,4.728,0.716,0
23,310,3.277,63.62,4.875,0.727,0
23,311,2.908,62.21,4.695,0.77,0
23,312,3.323,60.98,4.642,0.618,0
23,313,3.212,62.0,4.755,0.671,0
23,314,3.118,63.35,4.509,0.809,0
23,315,3.137,63.06,4.84,0.7,0
23,316,3.293,62.78,4.699,0.807,0
23,317,3.216,63.78,4.634,0.986,0
23,318,3.407,63.05,4.725,0.906,0
23,319,3.122,62.38,4.471,0.656,0
23,320,3.288,64.31,4.656,0.758,0
23,321,3.493,64.43,4.675,0.879,0
23,322,3.147,61.76,4.752,0.647,0
23,323,3.327,63.76,4.551,0.836,0
23,324,3.412,61.25,4.675,0.618,0
23,325,3.426,61.17,4.364,0.767,0
23,326,3.311,63.95,4.703,0.781,0
23,327,3.481,61.65,4.585,0.651,0
23,328,3.937,62.07,4.462,0.689,0
23,329,3.611,62.45,4.54,0.662,0
23,330,3.622,67.06,4.338,0.999,0
23,331,3.734,63.72,4.547,0.881,0
23,332,3.549,63.74,4.384,0.656,0
23,333,4.209,66.37,4.42,0.98,0
23,334,3.786,64.02,4.427,0.604,0
23,335,3.956,65.5,4.429,0.741,0
23,336,3.794,63.42,4.424,0.701,0
23,337,3.72,63.94,4.707,0.615,0
23,338,3.952,65.03,4.393,0.922,0
23,339,3.999,64.0,4.426,0.825,0
23,340,3.919,63.84,4.456,0.764,0
23,341,3.835,66.88,4.392,0.972,0
23,342,3.898,65.48,4.425,0.795,0
23,343,4.225,65.32,4.47,0.98,0
23,344,4.138,63.93,4.442,0.611,0
23,345,4.149,67.17,4.555,0.82,0
23,346,4.213,64.55,4.437,0.685,0
23,347,4.317,63.99,4.404,0.663,0
23,348,4.146,66.37,4.282,0.605,0
23,349,4.289,67.52,4.123,0.711,0
23,350,4.242,67.72,4.313,0.983,0
23,351,4.393,68.14,4.321,0.927,0
23,352,4.37,66.79,4.4,0.727,0
23,353,4.593,67.02,4.259,0.753,0
23,354,4.893,67.82,4.195,0.834,0
23,355,4.582,67.04,3.994,0.838,0
23,356,4.401,67.7,4.249,0.89,1
23,357,1.947,59.01,4.985,0.878,0
23,358,2.318,58.83,5.1,0.856,0
23,359,2.31,57.32,5.044,0.894,0
23,360,2.322,58.26,5.112,0.917,0
23,361,1.974,56.02,4.905,0.696,0
23,362,2.042,56.14,4.991,0.626,0
23,363,2.129,58.05,4.852,0.95,0
23,364,2.085,56.62,4.984,0.837,0
24,0,1.87,57.81,4.955,0.823,0
24,1,1.942,57.71,4.998,0.824,0
24,2,1.931,56.88,4.881,0.647,0
24,3,2.17,55.26,4.857,0.827,0
24,4,1.89,57.98,4.706,0.76,0
24,5,2.152,57.84,4.97,0.885,0
24,6,2.044,55.5,4.653,0.82,0
24,7,4.611,58.34,4.915,0.823,0
24,8,1.806,58.16,4.82,0.676,0
24,9,1.549,58.77,4.816,0.643,0
24,10,2.139,58.77,4.85,0.951,0
24,11,1.749,59.83,4.838,0.891,0
24,12,2.282,56.16,4.861,0.863,0
24,13,1.831,56.62,4.862,0.989,0
24,14,1.925,56.81,4.933,0.856,0
24,15,1.991,56.78,4.921,0.934,0
24,16,2.003,56.84,4.959,0.64,0
24,17,1.868,57.07,4.788,0.684,0
24,18,1.937,56.91,4.895,0.733,0
24,19,2.023,58.38,4.844,0.618,0
24,20,2.002,59.42,4.801,0.985,0
24,21,2.025,57.7,4.966,0.936,0
24,22,2.109,57.27,4.715,0.65,0
24,23,1.724,60.1,4.651,0.937,0
24,24,1.765,58.55,4.979,0.886,0
24,25,1.976,57.31,4.636,0.821,0
24,26,1.862,57.09,4.875,0.787,0
24,27,1.824,56.68,4.888,0.855,0
24,28,1.894,56.69,4.926,0.735,0
24,29,2.23,59.83,4.817,0.962,0
24,30,2.044,59.46,4.872,0.994,0
24,31,2.191,55.72,4.971,0.658,0
24,32,1.843,57.52,4.631,0.881,0
24,33,1.968,56.84,4.951,0.834,0
24,34,1.912,59.03,4.827,0.727,0
24,35,1.773,58.27,4.802,0.705,0
24,36,2.018,57.56,4.845,0.862,0
24,37,1.656,57.36,4.834,0.782,0
24,38,2.034,55.2,4.918,0.747,0
24,39,2.032,59.99,4.8,0.815,0
24,40,2.097,56.35,4.861,0.61,0
24,41,1.836,57.48,4.768,0.732,0
24,42,1.987,58.07,4.698,0.688,0
24,43,1.755,56.16,4.793,0.832,0
24,44,1.745,58.42,4.809,0.789,0
24,45,1.805,59.54,4.679,0.898,0
24,46,4.371,58.84,4.882,0.972,0
24,47,1.827,59.83,4.747,0.846,0
24,48,1.921,58.09,4.889,0.701,0
24,49,1.88,58.21,4.592,0.907,0
24,50,1.999,59.33,4.75,0.748,0
24,51,1.973,61.11,4.758,1.0,0
24,52,2.04,60.4,4.563,0.952,0
24,53,1.805,59.25,4.82,0.988,0
24,54,2.212,58.76,4.722,0.873,0
24,55,2.165,59.97,4.817,0.861,0
24,56,1.928,58.23,4.812,0.682,0
24,57,1.886,58.95,4.929,0.754,0
24,58,2.128,58.84,4.774,0.932,0
24,59,2.169,61.93,4.671,0.825,0
24,60,2.109,59.05,4.781,0.649,0
24,61,2.163,60.52,4.89,0.934,0
24,62,2.346,60.92,4.702,0.969,0
24,63,1.749,60.7,4.691,0.876,0
24,64,2.018,61.22,4.674,0.992,0
24,65,2.305,59.5,4.519,0.913,0
24,66,1.968,60.37,4.844,0.866,0
24,67,1.875,61.28,4.604,0.802,0
24,68,2.223,59.33,4.744,0.778,0
24,69,2.046,61.99,4.756,0.914,0
24,70,1.92,60.85,4.635,0.812,0
24,71,2.142,60.43,4.748,0.754,0
24,72,2.373,61.15,4.546,0.739,0
24,73,2.274,60.69,4.69,0.615,0
24,74,2.479,61.88,4.65,0.706,0
24,75,2.382,60.3,4.665,0.605,0
24,76,2.221,60.45,4.558,0.704,0
24,77,2.433,61.43,4.689,0.88,0
24,78,2.397,61.78,4.692,0.803,0
24,79,2.287,60.43,4.493,0.689,0
24,80,2.334,61.99,4.777,0.998,0
24,81,2.349,61.55,4.767,0.786,0
24,82,2.465,61.32,4.418,0.709,0
24,83,2.363,60.04,4.77,0.8,0
24,84,2.399,63.45,4.552,0.91,0
24,85,2.49,61.0,4.529,0.763,0
24,86,2.511,62.88,4.347,0.888,0
24,87,2.679,61.35,4.553,0.698,0
24,88,2.615,60.41,4.605,0.744,0
24,89,2.314,61.9,4.507,0.735,0
24,90,2.563,62.39,4.609,0.86,0
24,91,2.664,61.52,4.628,0.738,0
24,92,2.5,60.69,4.43,0.885,0
24,93,2.383,60.47,4.423,0.827,0
24,94,2.516,60.91,4.702,0.836,0
24,95,2.761,62.02,4.715,0.82,0
24,96,2.777,59.66,4.464,0.616,0
24,97,2.59,60.94,4.451,0.775,0
24,98,2.579,60.91,4.557,0.828,0
24,99,2.762,62.09,4.473,0.625,0
24,100,2.74,62.97,4.474,0.838,0
24,101,2.781,62.91,4.549,0.715,0
24,102,2.824,62.59,4.452,0.765,0
24,103,2.534,62.34,4.461,0.831,0
24,104,5.029,63.59,4.524,0.948,0
24,105,2.727,61.74,4.627,0.805,0
24,106,2.53,63.03,4.522,0.884,0
24,107,2.9,60.91,4.321,0.787,0
24,108,2.839,63.47,4.558,0.809,0
24,109,2.985,63.8,4.661,0.936,0
24,110,2.989,62.75,4.453,0.818,0
24,111,2.916,66.04,4.398,0.916,0
24,112,2.992,63.71,4.447,0.98,0
24,113,3.185,63.41,4.376,0.791,0
24,114,3.177,63.63,4.423,0.743,0
24,115,3.371,64.08,4.404,0.982,0
24,116,3.295,63.85,4.309,0.848,0
24,117,3.06,64.06,4.533,0.914,0
24,118,3.265,61.86,4.447,0.639,0
24,119,4.638,64.43,4.452,0.942,0
24,120,3.523,62.44,4.322,0.74,0
24,121,3.358,63.36,4.226,0.838,0
24,122,3.164,66.3,4.173,0.873,0
24,123,3.401,63.23,4.373,0.731,0
24,124,3.282,64.78,4.397,0.814,0
24,125,3.375,64.87,4.299,0.841,0
24,126,3.645,63.49,4.382,0.733,0
24,127,3.665,66.59,4.188,0.79,0
24,128,3.556,68.2,4.248,0.743,0
24,129,3.281,67.52,4.263,0.95,0
24,130,3.557,65.42,4.284,0.762,0
24,131,3.579,66.81,4.279,0.872,0
24,132,3.792,67.56,4.188,0.861,0
24,133,3.962,67.51,4.212,0.835,0
24,134,3.863,66.45,4.169,0.967,0
24,135,3.718,64.55,4.095,0.705,0
24,136,4.015,67.07,4.204,0.84,0
24,137,3.889,65.57,4.061,0.652,0
24,138,4.095,65.7,4.237,0.869,0
24,139,3.813,69.57,4.173,0.982,0
24,140,4.187,65.07,4.044,0.628,0
24,141,4.047,68.87,4.024,0.988,0
24,142,4.251,65.77,4.177,0.698,0
24,143,4.3,68.5,4.062,0.832,0
24,144,4.216,66.29,4.127,0.603,0
24,145,4.458,64.59,3.993,0.738,0
24,146,4.373,67.73,4.104,0.904,0
24,147,4.388,68.72,4.072,0.83,1
24,148,2.157,58.97,4.981,0.667,0
24,149,1.55,60.79,5.015,0.976,0
24,150,1.765,57.31,4.939,0.838,0
24,151,2.156,57.31,4.989,0.675,0
24,152,1.937,59.77,4.884,0.969,0
24,153,1.771,59.49,4.999,0.811,0
24,154,2.046,59.16,4.975,0.915,0
24,155,1.817,56.55,4.986,0.708,0
24,156,1.962,56.24,5.028,0.713,0
24,157,1.848,56.79,4.9,0.611,0
24,158,2.071,56.58,4.901,0.755,0
24,159,1.898,55.74,4.774,0.605,0
24,160,2.145,57.36,4.824,0.625,0
24,161,1.988,57.85,4.835,0.733,0
24,162,1.969,57.22,5.006,0.807,0
24,163,2.07,55.73,4.695,0.645,0
24,164,1.913,58.51,4.783,0.916,0
24,165,1.554,56.41,4.953,0.636,0
24,166,1.968,57.44,4.79,0.74,0
24,167,1.957,55.89,4.912,0.633,0
24,168,1.674,56.72,4.959,0.642,0
24,169,1.983,56.13,4.822,0.788,0
24,170,2.167,57.76,4.959,0.766,0
24,171,1.897,55.28,4.946,0.818,0
24,172,1.831,58.76,5.022,0.646,0
24,173,2.037,56.85,4.665,0.653,0
24,174,1.934,60.16,5.029,0.936,0
24,175,2.086,57.15,4.97,0.645,0
24,176,1.792,59.4,4.902,0.947,0
24,177,2.108,57.95,4.989,0.707,0
24,178,2.123,56.28,4.805,0.639,0
24,179,1.975,56.95,4.876,0.827,0
24,180,1.918,57.75,4.877,0.913,0
24,181,1.98,57.9,4.904,0.705,0
24,182,1.604,57.32,4.886,0.754,0
24,183,1.867,58.07,4.75,0.66,0
24,184,2.03,56.73,4.701,0.686,0
24,185,1.867,57.81,4.706,0.657,0
24,186,2.07,59.54,4.911,0.843,0
24,187,1.758,55.06,4.829,0.6,0
24,188,2.13,58.24,4.778,0.911,0
24,189,1.57,59.29,4.864,0.842,0
24,190,1.933,59.12,4.947,0.972,0
24,191,1.791,56.22,4.638,0.885,0
24,192,1.777,57.53,4.832,0.925,0
24,193,2.021,56.82,4.895,0.677,0
24,194,1.517,57.75,5.042,0.647,0
24,195,1.79,58.61,4.904,0.967,0
24,196,2.142,59.31,4.737,0.855,0
24,197,1.864,55.38,4.895,0.713,0
24,198,1.853,59.17,4.888,0.97,0
24,199,1.954,57.77,4.998,0.679,0
24,200,1.887,56.31,4.769,0.719,0
24,201,1.749,59.25,4.768,0.946,0
24,202,1.882,58.96,4.787,0.847,0
24,203,2.014,56.93,4.817,0.617,0
24,204,2.072,57.53,4.814,0.71,0
24,205,1.783,60.23,4.865,0.895,0
24,206,2.079,61.14,4.815,0.947,0
24,207,2.088,57.81,4.728,0.844,0
24,208,1.968,59.58,4.73,0.985,0
24,209,1.844,59.48,5.0,0.976,0
24,210,2.0,59.21,4.955,0.874,0
24,211,2.059,56.21,4.933,0.695,0
24,212,1.964,58.41,4.885,0.857,0
24,213,1.978,57.79,4.722,0.972,0
24,214,2.127,59.07,4.755,0.971,0
24,215,1.976,56.67,4.902,0.657,0
24,216,1.703,59.49,5.009,0.85,0
24,217,1.655,58.0,5.095,0.611,0
24,218,2.024,58.37,4.765,0.884,0
24,219,1.93,58.06,4.8,0.876,0
24,220,1.857,59.12,4.749,0.772,0
24,221,1.95,57.51,4.576,0.753,0
24,222,1.988,59.29,4.861,0.773,0
24,223,2.132,58.47,4.95,0.707,0
24,224,1.799,59.4,4.646,0.859,0
24,225,2.046,57.94,4.743,0.902,0
24,226,1.908,58.11,4.654,0.775,0
24,227,1.775,58.84,4.754,0.669,0
24,228,2.243,58.11,4.693,0.812,0
24,229,2.1,60.24,4.777,0.812,0
24,230,2.202,57.48,4.683,0.729,0
24,231,2.212,60.98,4.869,0.925,0
24,232,2.078,58.29,4.812,0.664,0
24,233,1.876,58.74,4.87,0.689,0
24,234,1.894,58.08,4.71,0.656,0
24,235,2.229,58.69,4.859,0.977,0
24,236,2.038,59.97,4.868,0.94,0
24,237,2.017,56.96,4.718,0.612,0
24,238,2.287,60.29,4.707,0.716,0
24,239,2.137,58.9,4.674,0.68,0
24,240,2.138,59.5,4.848,0.66,0
24,241,2.19,58.68,4.809,0.697,0
24,242,2.188,59.67,4.799,0.877,0
24,243,2.056,56.64,4.646,0.623,0
24,244,2.261,60.14,4.697,0.688,0
24,245,1.951,59.98,4.741,0.977,0
24,246,2.02,57.69,4.522,0.657,0
24,247,2.332,60.35,4.832,0.606,0
24,248,2.158,61.2,4.743,0.963,0
24,249,2.239,57.69,4.96,0.788,0
24,250,2.253,58.89,4.775,0.708,0
24,251,1.999,60.04,4.696,0.745,0
24,252,2.058,59.76,4.619,0.958,0
24,253,2.047,61.96,4.742,0.669,0
24,254,2.011,60.73,4.619,0.941,0
24,255,2.183,59.85,4.82,0.982,0
24,256,2.139,59.77,4.715,0.602,0
24,257,2.072,59.73,4.83,0.905,0
24,258,2.183,61.31,4.676,0.984,0
24,259,2.255,60.08,4.667,0.786,0
24,260,2.413,60.15,4.528,0.822,0
24,261,2.093,61.04,4.506,0.915,0
24,262,2.251,59.26,4.734,0.744,0
24,263,2.366,60.84,4.89,0.809,0
24,264,2.292,59.92,4.672,0.693,0
24,265,2.207,57.84,4.642,0.635,0
24,266,2.274,60.38,4.526,0.643,0
24,267,2.054,58.65,4.81,0.617,0
24,268,2.449,60.74,4.605,0.914,0
24,269,2.323,61.53,4.735,0.882,0
24,270,2.314,61.7,4.586,0.854,0
24,271,2.487,59.64,4.483,0.747,0
24,272,2.616,61.02,4.625,0.691,0
24,273,2.543,62.43,4.401,0.94,0
24,274,2.534,60.46,4.638,0.6,0
24,275,2.211,60.37,4.511,0.855,0
24,276,2.488,62.62,4.623,0.764,0
24,277,2.324,62.15,4.542,0.933,0
24,278,2.652,63.7,4.613,0.931,0
24,279,2.759,62.67,4.491,0.878,0
24,280,2.478,60.59,4.456,0.661,0
24,281,2.411,60.98,4.565,0.69,0
24,282,2.491,64.71,4.559,0.971,0
24,283,2.474,59.64,4.537,0.7,0
24,284,2.659,59.94,4.624,0.813,0
24,285,2.287,60.91,4.355,0.667,0
24,286,2.422,63.33,4.432,0.615,0
24,287,2.483,61.68,4.543,0.815,0
24,288,2.609,60.51,4.564,0.683,0
24,289,2.644,59.88,4.537,0.64,0
24,290,2.573,61.11,4.533,0.626,0
24,291,2.635,60.08,4.458,0.625,0
24,292,2.411,63.39,4.475,0.968,0
24,293,2.711,61.23,4.529,0.829,0
24,294,2.679,61.14,4.743,0.74,0
24,295,2.428,59.99,4.679,0.674,0
24,296,2.539,62.29,4.375,0.881,0
24,297,2.823,60.9,4.438,0.661,0
24,298,2.508,59.31,4.34,0.791,0
24,299,2.725,63.2,4.485,0.879,0
24,300,2.482,62.59,4.645,0.705,0
24,301,2.619,62.79,4.562,0.866,0
24,302,2.803,61.55,4.469,0.793,0
24,303,2.772,63.34,4.447,0.987,0
24,304,2.851,65.08,4.263,0.879,0
24,305,2.601,60.88,4.473,0.634,0
24,306,2.78,63.48,4.363,0.662,0
24,307,2.827,62.19,4.442,0.968,0
24,308,2.874,62.27,4.443,0.792,0
24,309,2.712,62.74,4.55,0.808,0
24,310,2.866,62.24,4.422,0.601,0
24,311,2.808,63.45,4.417,0.963,0
24,312,3.03,63.43,4.437,0.856,0
24,313,2.98,62.86,4.352,0.957,0
24,314,2.847,62.82,4.354,0.922,0
24,315,2.711,64.0,4.38,0.811,0
24,316,3.204,61.05,4.523,0.74,0
24,317,3.021,64.38,4.419,0.727,0
24,318,3.029,64.02,4.26,0.985,0
24,319,2.972,63.34,4.325,0.83,0
24,320,3.179,63.23,4.293,0.728,0
24,321,3.021,64.44,4.464,0.771,0
24,322,3.143,62.32,4.371,0.624,0
24,323,3.249,65.27,4.44,0.956,0
24,324,3.199,63.35,4.254,0.773,0
24,325,3.2,64.43,4.513,0.8,0
24,326,3.168,65.99,4.344,0.875,0
24,327,3.193,63.83,4.478,0.866,0
24,328,3.348,65.56,4.456,0.952,0
24,329,3.173,64.88,4.354,0.816,0
24,330,3.013,64.15,4.59,0.838,0
24,331,3.301,62.94,4.232,0.706,0
24,332,3.393,65.08,4.274,0.812,0
24,333,3.334,64.92,4.261,0.653,0
24,334,3.313,65.0,4.23,0.744,0
24,335,3.385,64.68,4.219,0.949,0
24,336,6.291,63.66,4.378,0.637,0
24,337,3.441,66.6,4.092,0.96,0
24,338,3.677,65.44,4.351,0.917,0
24,339,3.4,67.63,4.327,0.962,0
24,340,3.654,66.2,4.259,0.728,0
24,341,3.782,66.72,4.075,0.967,0
24,342,3.613,66.33,4.31,0.84,0
24,343,3.613,67.15,4.122,0.833,0
24,344,3.808,67.47,4.318,0.864,0
24,345,3.906,65.68,4.155,0.753,0
24,346,3.953,65.77,4.244,0.776,0
24,347,3.7,67.59,4.143,0.62,0
24,348,3.952,68.05,4.169,0.956,0
24,349,4.132,66.62,4.131,0.658,0
24,350,3.909,64.46,4.086,0.721,0
24,351,3.814,65.35,4.295,0.651,0
24,352,3.965,65.44,4.12,0.953,0
24,353,4.101,67.18,4.119,0.948,0
24,354,3.903,67.07,4.289,0.972,0
24,355,3.9,66.34,4.336,0.797,0
24,356,4.045,69.53,4.313,0.999,0
24,357,4.169,66.89,4.089,0.947,0
24,358,4.179,65.97,4.122,0.809,0
24,359,4.115,68.33,3.991,0.8,0
24,360,4.363,67.83,4.089,0.764,0
24,361,4.605,67.29,4.056,0.645,0
24,362,4.347,68.38,4.084,0.961,0
24,363,4.528,68.43,4.163,0.777,0
24,364,4.303,66.75,3.721,0.62,1
25,0,2.455,60.77,4.851,0.722,0
25,1,2.399,60.78,4.82,0.781,0
25,2,2.286,61.08,4.694,0.982,0
25,3,2.241,60.46,4.809,0.932,0
25,4,2.014,59.88,4.8,0.845,0
25,5,2.144,58.97,4.736,0.649,0
25,6,2.278,61.33,4.75,0.971,0
25,7,2.327,62.98,4.689,0.975,0
25,8,2.335,59.93,4.841,0.694,0
25,9,2.23,64.42,4.737,1.0,0
25,10,2.487,58.46,4.656,0.622,0
25,11,2.255,61.47,4.651,0.656,0
25,12,2.254,62.73,4.688,0.745,0
25,13,2.543,61.55,4.578,0.977,0
25,14,2.182,62.73,4.534,0.627,0
25,15,2.261,62.35,4.695,0.712,0
25,16,2.373,63.18,4.637,0.822,0
25,17,2.302,61.67,4.689,0.786,0
25,18,2.195,61.72,4.58,0.811,0
25,19,2.267,59.55,4.622,0.731,0
25,20,2.364,59.58,4.714,0.777,0
25,21,2.483,62.31,4.528,0.784,0
25,22,2.644,61.55,4.828,0.87,0
25,23,2.624,64.93,4.6,0.863,0
25,24,2.599,60.98,4.594,0.683,0
25,25,2.397,62.01,4.685,0.818,0
25,26,2.826,61.71,4.56,0.891,0
25,27,2.282,63.66,4.624,0.86,0
25,28,2.594,60.93,4.62,0.666,0
25,29,2.622,62.36,4.552,0.85,0
25,30,2.677,61.21,4.772,0.645,0
25,31,2.552,64.44,4.418,0.834,0
25,32,2.475,60.77,4.862,0.687,0
25,33,2.732,62.38,4.794,0.761,0
25,34,2.282,64.29,4.603,0.952,0
25,35,2.755,63.92,4.629,0.985,0
25,36,2.688,63.78,4.576,0.968,0
25,37,2.647,63.32,4.474,0.873,0
25,38,2.695,60.88,4.626,0.754,0
25,39,2.766,62.89,4.605,0.846,0
25,40,2.881,61.95,4.537,0.789,0
25,41,2.766,63.81,4.544,0.893,0
25,42,2.776,63.62,4.499,0.844,0
25,43,2.766,63.63,4.527,0.981,0
25,44,2.896,62.56,4.428,0.67,0
25,45,2.53,62.21,4.351,0.747,0
25,46,3.024,63.38,4.712,0.767,0
25,47,2.563,63.73,4.652,0.632,0
25,48,2.886,65.82,4.53,0.999,0
25,49,3.045,63.18,4.461,0.685,0
25,50,3.052,65.82,4.497,0.931,0
25,51,2.897,63.77,4.646,0.832,0
25,52,2.802,64.07,4.55,0.849,0
25,53,3.122,64.34,4.544,0.739,0
25,54,2.81,63.6,4.519,0.82,0
25,55,2.856,63.53,4.607,0.766,0
25,56,2.842,62.33,4.54,0.775,0
25,57,3.161,64.86,4.419,0.988,0
25,58,2.99,64.41,4.161,0.647,0
25,59,2.811,64.01,4.446,0.848,0
25,60,2.923,64.44,4.345,0.911,0
25,61,3.164,62.78,4.395,0.704,0
25,62,3.336,64.17,4.565,0.862,0
25,63,3.171,64.61,4.457,0.75,0
25,64,3.201,65.34,4.565,0.634,0
25,65,3.418,61.79,4.224,0.622,0
25,66,3.221,67.62,4.333,0.99,0
25,67,3.399,67.69,4.561,0.885,0
25,68,3.404,65.5,4.585,0.739,0
25,69,3.125,64.51,4.407,0.75,0
25,70,3.621,67.08,4.52,0.848,0
25,71,3.621,64.46,4.406,0.838,0
25,72,3.364,65.87,4.421,0.838,0
25,73,3.429,65.6,4.388,0.658,0
25,74,3.631,65.42,4.659,0.687,0
25,75,3.279,64.49,4.326,0.686,0
25,76,3.632,66.17,4.379,0.684,0
25,77,3.405,66.31,4.29,0.602,0
25,78,3.605,65.54,4.259,0.668,0
25,79,3.736,63.3,4.314,0.7,0
25,80,3.258,67.22,4.488,0.963,0
25,81,3.49,65.55,4.312,0.821,0
25,82,3.417,67.26,4.248,0.861,0
25,83,3.864,66.37,4.384,0.708,0
25,84,3.814,67.27,4.394,0.825,0
25,85,3.846,69.49,4.234,0.938,0
25,86,3.854,67.46,4.169,0.766,0
25,87,4.036,66.64,4.416,0.638,0
25,88,3.873,66.57,4.374,0.646,0
25,89,4.038,67.02,4.134,0.889,0
25,90,3.741,68.58,4.321,0.923,0
25,91,3.948,67.66,4.346,0.931,0
25,92,3.967,67.29,4.112,0.668,0
25,93,4.19,67.21,4.26,0.617,0
25,94,4.106,67.6,4.125,0.6,0
25,95,4.611,66.19,4.089,0.661,0
25,96,4.558,69.66,4.146,0.983,0
25,97,4.173,66.47,4.166,0.777,0
25,98,4.626,68.14,4.173,0.773,1
25,99,1.729,57.8,4.947,0.779,0
